log_id,timestamp,cmdb_id,log_name,value
P-JkpX8BDiVcQfZwfC0Q,1647747298,cartservice-0,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
QOJkpX8BDiVcQfZwfC0Q,1647747298,cartservice-0,log_cartservice-service_application,etCartAsync called with userId=f99df49c-4fbf-41f8-9c7c-61954e76eb7d
QeJkpX8BDiVcQfZwfC0Q,1647747298,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
ROJkpX8BDiVcQfZwfC0Q,1647747298,cartservice-0,log_cartservice-service_application,     Request finished in 0.7334ms 200 application/grpc
ReJkpX8BDiVcQfZwfC0Q,1647747298,shippingservice-0,log_shippingservice-service_application,"severity: info, message: [GetQuote] received request"
RuJkpX8BDiVcQfZwfC0Q,1647747298,shippingservice-0,log_shippingservice-service_application,"severity: info, message: [GetQuote] completed request"
SOJkpX8BDiVcQfZwfC0Q,1647747299,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/AddItem application/grpc 
SeJkpX8BDiVcQfZwfC0Q,1647747299,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
S-JkpX8BDiVcQfZwfC0Q,1647747299,cartservice-1,log_cartservice-service_application,"ddItemAsync called with userId=aa1bec24-a542-4725-b262-274c3cb67542, productId=66VCHSJNUP, quantity=3"
TeJkpX8BDiVcQfZwfC0Q,1647747299,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/AddItem'
T-JkpX8BDiVcQfZwfC0Q,1647747299,cartservice-1,log_cartservice-service_application,     Request finished in 1.0141ms 200 application/grpc
UOJkpX8BDiVcQfZwfC0Q,1647747298,recommendationservice-2,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['LS4PSXUNUM', 'OLJCESPC7Z', '0PUK6V6EV0', '1YMWWN1N4O', '2ZYFJ3GM2N']"
UeJkpX8BDiVcQfZwfC0Q,1647747299,recommendationservice-2,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['6E92ZMYYFZ', '9SIQT8TOJO', 'LS4PSXUNUM', '0PUK6V6EV0', '2ZYFJ3GM2N']"
U-JkpX8BDiVcQfZwfC0Q,1647747298,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
VOJkpX8BDiVcQfZwfC0Q,1647747298,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
VuJkpX8BDiVcQfZwfC0y,1647747298,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
V-JkpX8BDiVcQfZwfC0y,1647747298,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
WOJkpX8BDiVcQfZwfC0y,1647747298,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
WeJkpX8BDiVcQfZwfC0y,1647747298,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
XOJkpX8BDiVcQfZwfC0y,1647747298,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=1fcf2e6c-87e7-4bc3-9c67-12ca7b4f1fde
X-JkpX8BDiVcQfZwfC0y,1647747298,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
YeJkpX8BDiVcQfZwfC0y,1647747298,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
YuJkpX8BDiVcQfZwfC0y,1647747298,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
ZOJkpX8BDiVcQfZwfC0y,1647747298,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
ZuJkpX8BDiVcQfZwfC0y,1647747299,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
Z-JkpX8BDiVcQfZwfC0y,1647747299,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
aOJkpX8BDiVcQfZwfC0y,1647747298,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
aeJkpX8BDiVcQfZwfC0y,1647747298,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
beJkpX8BDiVcQfZwfC0y,1647747298,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
buJkpX8BDiVcQfZwfC0y,1647747298,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
cuJkpX8BDiVcQfZwfC0y,1647747299,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
duJkpX8BDiVcQfZwfC0y,1647747299,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
d-JkpX8BDiVcQfZwfC0y,1647747299,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
eOJkpX8BDiVcQfZwfC0y,1647747299,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
euJkpX8BDiVcQfZwfC0y,1647747298,frontend-2,log_frontend-service_application,"severity: debug, message: request started"
e-JkpX8BDiVcQfZwfC0y,1647747298,frontend-2,log_frontend-service_application,"severity: debug, message: view user cart"
fOJkpX8BDiVcQfZwfC0y,1647747298,frontend-2,log_frontend-service_application,"severity: debug, message: request complete"
f-JkpX8BDiVcQfZwfC0y,1647747297,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
gOJkpX8BDiVcQfZwfC0y,1647747298,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
geJkpX8BDiVcQfZwfC0y,1647747298,frontend-1,log_frontend-service_application,"severity: debug, message: view user cart"
guJkpX8BDiVcQfZwfC0y,1647747298,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
hOJkpX8BDiVcQfZwfy34,1647747298,currencyservice-0,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
h-JkpX8BDiVcQfZwfy34,1647747298,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
ieJkpX8BDiVcQfZwfy34,1647747298,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
iuJkpX8BDiVcQfZwfy34,1647747298,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
i-JkpX8BDiVcQfZwfy34,1647747298,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
jeJkpX8BDiVcQfZwfy34,1647747298,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
j-JkpX8BDiVcQfZwfy34,1647747299,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
kOJkpX8BDiVcQfZwfy34,1647747299,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
k-JkpX8BDiVcQfZwfy34,1647747298,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
leJkpX8BDiVcQfZwfy34,1647747298,currencyservice-1,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
l-JkpX8BDiVcQfZwfy34,1647747298,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
mOJkpX8BDiVcQfZwfy34,1647747299,currencyservice-1,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
meJkpX8BDiVcQfZwfy34,1647747299,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
m-JkpX8BDiVcQfZwfy34,1647747299,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
nOJkpX8BDiVcQfZwfy34,1647747299,frontend-0,log_frontend-service_application,"severity: debug, message: adding to cart"
oeJkpX8BDiVcQfZwfy34,1647747299,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
ouJkpX8BDiVcQfZwfy34,1647747299,frontend-0,log_frontend-service_application,"severity: debug, message: adding to cart"
o-JkpX8BDiVcQfZwfy34,1647747299,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
pOJkpX8BDiVcQfZwfy34,1647747299,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
quJkpX8BDiVcQfZwfy34,1647747299,cartservice-0,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/AddItem'
rOJkpX8BDiVcQfZwfy34,1647747299,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
reJkpX8BDiVcQfZwfy34,1647747299,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/AddItem'
ruJkpX8BDiVcQfZwfy34,1647747299,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
r-JkpX8BDiVcQfZwfy34,1647747299,cartservice-0,log_cartservice-service_application,     Request finished in 1.0725ms 200 application/grpc
sOJkpX8BDiVcQfZwfy34,1647747299,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
seJkpX8BDiVcQfZwfy34,1647747299,cartservice-0,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
1uJkpX8BDiVcQfZwgC0M,1647747299,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
3OJkpX8BDiVcQfZwgC0M,1647747299,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
3eJkpX8BDiVcQfZwgC0M,1647747299,cartservice-0,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
3uJkpX8BDiVcQfZwgC0M,1647747299,cartservice-0,log_cartservice-service_application,etCartAsync called with userId=adbbe3f4-4f83-44e1-aa97-9097941704c0
3-JkpX8BDiVcQfZwgC0M,1647747299,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
4OJkpX8BDiVcQfZwgC0M,1647747299,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
5eJkpX8BDiVcQfZwgC0M,1647747299,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
6OJkpX8BDiVcQfZwgC0M,1647747299,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
6-JkpX8BDiVcQfZwgC0M,1647747299,cartservice-0,log_cartservice-service_application,     Request finished in 0.7062ms 200 application/grpc
7uJkpX8BDiVcQfZwgC0M,1647747300,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
7-JkpX8BDiVcQfZwgC0M,1647747300,cartservice-0,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
8OJkpX8BDiVcQfZwgC0M,1647747300,cartservice-0,log_cartservice-service_application,etCartAsync called with userId=b9b05966-85d0-439e-948f-0312c1d04996
9eJkpX8BDiVcQfZwgC0M,1647747299,shippingservice-0,log_shippingservice-service_application,"severity: info, message: [GetQuote] received request"
9-JkpX8BDiVcQfZwgC0M,1647747299,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
-OJkpX8BDiVcQfZwgC0M,1647747299,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
-eJkpX8BDiVcQfZwgC0M,1647747299,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
_eJkpX8BDiVcQfZwgC0M,1647747299,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
_uJkpX8BDiVcQfZwgC0M,1647747299,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
AOJkpX8BDiVcQfZwgC4M,1647747299,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
AeJkpX8BDiVcQfZwgC4M,1647747299,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
A-JkpX8BDiVcQfZwgC4M,1647747299,cartservice-1,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
BOJkpX8BDiVcQfZwgC4M,1647747299,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=5cfd7993-3389-41ac-831c-9d7a7d178b04
BuJkpX8BDiVcQfZwgC4M,1647747299,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
COJkpX8BDiVcQfZwgC4c,1647747299,cartservice-1,log_cartservice-service_application,     Request finished in 0.6524ms 200 application/grpc
CeJkpX8BDiVcQfZwgC4c,1647747299,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
C-JkpX8BDiVcQfZwgC4c,1647747299,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[0]
EuJkpX8BDiVcQfZwgC4c,1647747299,recommendationservice-2,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['LS4PSXUNUM', '6E92ZMYYFZ', '0PUK6V6EV0', 'L9ECAV7KIM', '9SIQT8TOJO']"
E-JkpX8BDiVcQfZwgC4c,1647747300,recommendationservice-2,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['1YMWWN1N4O', '9SIQT8TOJO', 'OLJCESPC7Z', '2ZYFJ3GM2N', '0PUK6V6EV0']"
FOJkpX8BDiVcQfZwgC4c,1647747299,recommendationservice-0,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['2ZYFJ3GM2N', 'LS4PSXUNUM', '1YMWWN1N4O', '6E92ZMYYFZ', 'OLJCESPC7Z']"
FeJkpX8BDiVcQfZwgC4c,1647747299,recommendationservice-0,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['6E92ZMYYFZ', 'L9ECAV7KIM', '2ZYFJ3GM2N', 'LS4PSXUNUM', 'OLJCESPC7Z']"
F-JkpX8BDiVcQfZwgC4c,1647747299,currencyservice-2,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
GOJkpX8BDiVcQfZwgC4c,1647747299,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
GuJkpX8BDiVcQfZwgC4c,1647747299,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
IOJkpX8BDiVcQfZwgC4c,1647747299,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
JOJkpX8BDiVcQfZwgC4c,1647747299,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
JuJkpX8BDiVcQfZwgC4c,1647747299,currencyservice-2,log_currencyservice-service_application,"severity: info, message: received conversion request"
KOJkpX8BDiVcQfZwgC4c,1647747299,cartservice-2,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
KeJkpX8BDiVcQfZwgC4c,1647747299,currencyservice-2,log_currencyservice-service_application,"severity: info, message: conversion request successful"
KuJkpX8BDiVcQfZwgC4c,1647747299,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=c971856a-b054-4980-b5af-aad963374c6c
LeJkpX8BDiVcQfZwgC4c,1647747299,cartservice-2,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
LuJkpX8BDiVcQfZwgC4c,1647747299,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
L-JkpX8BDiVcQfZwgC4c,1647747299,cartservice-2,log_cartservice-service_application,     Request finished in 0.7442ms 200 application/grpc
MeJkpX8BDiVcQfZwgC4c,1647747299,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
NOJkpX8BDiVcQfZwgC4c,1647747299,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=4caa186a-74da-4e5b-8645-a8918d62d495
OOJkpX8BDiVcQfZwgC4c,1647747299,cartservice-2,log_cartservice-service_application,     Request finished in 0.7039ms 200 application/grpc
OeJkpX8BDiVcQfZwgC4c,1647747300,cartservice-2,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
OuJkpX8BDiVcQfZwgC4r,1647747300,cartservice-2,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
PeJkpX8BDiVcQfZwgC4r,1647747300,cartservice-2,log_cartservice-service_application,etCartAsync called with userId=6e7e1c72-6593-4c1f-8e32-c92f0482cdc7
QeJkpX8BDiVcQfZwgC4r,1647747300,cartservice-2,log_cartservice-service_application,     Request finished in 0.7729ms 200 application/grpc
QuJkpX8BDiVcQfZwgC4r,1647747298,frontend-2,log_frontend-service_application,"severity: debug, message: request started"
ROJkpX8BDiVcQfZwgC4r,1647747298,frontend-2,log_frontend-service_application,"severity: debug, message: request complete"
ReJkpX8BDiVcQfZwgC4r,1647747298,frontend-2,log_frontend-service_application,"severity: debug, message: request started"
RuJkpX8BDiVcQfZwgC4r,1647747298,frontend-2,log_frontend-service_application,"severity: info, message: home"
R-JkpX8BDiVcQfZwgC4r,1647747298,frontend-2,log_frontend-service_application,"severity: debug, message: request complete"
SuJkpX8BDiVcQfZwgC4r,1647747298,frontend-2,log_frontend-service_application,"severity: debug, message: request complete"
TOJkpX8BDiVcQfZwgC4r,1647747299,frontend-2,log_frontend-service_application,"severity: debug, message: serving product page"
TeJkpX8BDiVcQfZwgC4r,1647747299,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
TuJkpX8BDiVcQfZwgC4r,1647747299,frontend-1,log_frontend-service_application,"severity: debug, message: view user cart"
T-JkpX8BDiVcQfZwgC4r,1647747299,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
WOJkpX8BDiVcQfZwgC4r,1647747299,frontend-1,log_frontend-service_application,"severity: debug, message: request started"
W-JkpX8BDiVcQfZwgC4r,1647747299,frontend-1,log_frontend-service_application,"severity: info, message: order placed"
XOJkpX8BDiVcQfZwgC4r,1647747300,frontend-1,log_frontend-service_application,"severity: debug, message: request complete"
YOJkpX8BDiVcQfZwgC4r,1647747299,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
YeJkpX8BDiVcQfZwgC4r,1647747299,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
Y-JkpX8BDiVcQfZwgC4r,1647747299,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
ZeJkpX8BDiVcQfZwgC4r,1647747299,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
ZuJkpX8BDiVcQfZwgC4r,1647747299,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
aOJkpX8BDiVcQfZwgC4r,1647747299,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
a-JkpX8BDiVcQfZwgC4r,1647747299,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
bOJkpX8BDiVcQfZwgC45,1647747299,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
b-JkpX8BDiVcQfZwgC45,1647747300,currencyservice-0,log_currencyservice-service_application,"severity: info, message: received conversion request"
cOJkpX8BDiVcQfZwgC45,1647747299,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
ceJkpX8BDiVcQfZwgC45,1647747299,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
cuJkpX8BDiVcQfZwgC45,1647747300,currencyservice-0,log_currencyservice-service_application,"severity: info, message: conversion request successful"
dOJkpX8BDiVcQfZwgC45,1647747299,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
d-JkpX8BDiVcQfZwgC45,1647747299,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
eeJkpX8BDiVcQfZwgC45,1647747299,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
e-JkpX8BDiVcQfZwgC45,1647747299,currencyservice-1,log_currencyservice-service_application,"severity: info, message: received conversion request"
gOJkpX8BDiVcQfZwgC45,1647747299,currencyservice-1,log_currencyservice-service_application,"severity: info, message: conversion request successful"
g-JkpX8BDiVcQfZwgC45,1647747300,currencyservice-1,log_currencyservice-service_application,"severity: info, message: Getting supported currencies..."
heJkpX8BDiVcQfZwgC45,1647747299,frontend-0,log_frontend-service_application,"severity: debug, message: serving product page"
huJkpX8BDiVcQfZwgC45,1647747300,frontend-0,log_frontend-service_application,"severity: debug, message: request started"
iOJkpX8BDiVcQfZwgC45,1647747300,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
ieJkpX8BDiVcQfZwgC45,1647747300,frontend-0,log_frontend-service_application,"severity: debug, message: request complete"
iuJkpX8BDiVcQfZwgC45,1647747301,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[1]
jeJkpX8BDiVcQfZwgC45,1647747301,cartservice-0,log_cartservice-service_application,     Executing endpoint 'gRPC - /hipstershop.CartService/GetCart'
kOJkpX8BDiVcQfZwgC45,1647747301,cartservice-0,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
keJkpX8BDiVcQfZwgC45,1647747301,cartservice-0,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
kuJkpX8BDiVcQfZwgC45,1647747301,cartservice-0,log_cartservice-service_application,     Request finished in 0.7389ms 200 application/grpc
k-JkpX8BDiVcQfZwgC45,1647747298,shippingservice-1,log_shippingservice-service_application,"severity: info, message: [GetQuote] received request"
lOJkpX8BDiVcQfZwgC45,1647747298,shippingservice-1,log_shippingservice-service_application,"severity: info, message: [GetQuote] completed request"
luJkpX8BDiVcQfZwgC45,1647747298,shippingservice-1,log_shippingservice-service_application,"severity: info, message: [GetQuote] completed request"
l-JkpX8BDiVcQfZwgC45,1647747299,shippingservice-1,log_shippingservice-service_application,"severity: info, message: [GetQuote] received request"
mOJkpX8BDiVcQfZwgC45,1647747299,shippingservice-1,log_shippingservice-service_application,"severity: info, message: [GetQuote] completed request"
muJkpX8BDiVcQfZwgC45,1647747301,shippingservice-1,log_shippingservice-service_application,"severity: info, message: [GetQuote] completed request"
m-JkpX8BDiVcQfZwgC45,1647747300,cartservice-1,log_cartservice-service_application,etCartAsync called with userId=a79b0e38-a746-4d7b-ae13-2249643a253b
neJkpX8BDiVcQfZwgC45,1647747300,cartservice-1,log_cartservice-service_application,     Request starting HTTP/2 POST http://cartservice:7070/hipstershop.CartService/GetCart application/grpc 
oOJkpX8BDiVcQfZwgC5I,1647747300,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Routing.EndpointMiddleware[1]
oeJkpX8BDiVcQfZwgC5I,1647747300,cartservice-1,log_cartservice-service_application,     Executed endpoint 'gRPC - /hipstershop.CartService/GetCart'
ouJkpX8BDiVcQfZwgC5I,1647747300,cartservice-1,log_cartservice-service_application,[40m[32minfo[39m[22m[49m: Microsoft.AspNetCore.Hosting.Diagnostics[2]
p-JkpX8BDiVcQfZwgC5I,1647747301,recommendationservice-1,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['9SIQT8TOJO', '0PUK6V6EV0', '6E92ZMYYFZ', '66VCHSJNUP', '2ZYFJ3GM2N']"
qOJkpX8BDiVcQfZwgC5I,1647747300,recommendationservice-2,log_recommendationservice-service_application,"severity: INFO, message: [Recv ListRecommendations] product_ids=['6E92ZMYYFZ', 'L9ECAV7KIM', '1YMWWN1N4O', '0PUK6V6EV0', '9SIQT8TOJO']"
